x,y,label
5.944403151235824,-6.592028788899778,0
5.606735915102431,-6.402901348437489,0
6.066208939770047,-6.799358603137862,0
6.017686852211832,-6.352423478165338,0
6.622199229351869,-6.395142893949909,0
5.6108160110851335,-5.165538051798217,0
4.69564611772117,-5.649055271822779,0
6.4057499720867215,-7.002384175688222,0
6.619693677227944,-6.103901476821797,0
5.695318200825269,-7.037533507198665,0
6.275885397575707,-6.760643559459849,0
5.091054674041053,-6.5465162598553475,0
5.649612772607561,-6.2906789590009256,0
5.823419887686095,-5.59940271223944,0
6.3565090857727995,-6.435905881726143,0
5.377961738629238,-5.6068790407745706,0
6.409613666061508,-4.7125603898859385,0
6.091445120061815,-5.330703020926846,0
6.21171090458162,-6.278936898601734,0
5.010594405307551,-5.891574078648085,0
5.416825251037307,-6.644157804651189,0
5.904325602464635,-6.49909032916075,0
4.97822604389521,-6.816213032661463,0
6.4980178763916925,-5.918229039850626,0
6.356534267552641,-6.2254999109804805,0
6.334498624816927,-6.18434880890873,0
5.828344710422541,-5.621419084228192,0
5.781085250339041,-6.800389373181395,0
6.669635725033964,-5.579531712424252,0
4.9714680016513455,-5.942494542995658,0
4.684856520510152,-5.67949358903551,0
5.361764451645551,-5.853357166302055,0
5.556114801384358,-6.1284180840821225,0
5.0893617520877426,-6.50244566350753,0
5.894403239630121,-5.745502931620045,0
7.0244101806211345,-5.977394552289211,0
6.112267113434364,-6.957904247586248,0
5.0662755795994645,-6.2153005708493865,0
6.013596874480544,-5.960695152198808,0
6.360520806491644,-6.11133422353881,0
5.036794915877169,-5.787278244769582,0
5.866709252620128,-6.9135539281353395,0
5.6780754244060825,-7.183787088655752,0
5.72115486854482,-5.873726872295999,0
5.731183824794354,-6.8564176139586435,0
5.77350527286707,-6.050368127589974,0
5.108454477002229,-6.952392869289428,0
6.008269185801041,-7.09279577319407,0
7.116338616392669,-6.424757327231923,0
5.378083238263993,-6.829452528924331,0
5.636413624361381,-6.678594341503321,0
4.6561040292849,-5.561099235506853,0
5.921423191414501,-6.347989173887039,0
6.429324593154042,-6.974048168710888,0
5.4686862919891475,-6.052525611559559,0
5.891623601861629,-6.121098479925363,0
5.882049350899741,-6.4784168194223035,0
6.804536510201769,-5.68174079284824,0
4.4079547928771,-5.429096523884631,0
7.2465280971149255,-5.580579033148575,0
5.800236577172012,-6.75134359472057,0
6.374448168653719,-6.7086049893175606,0
6.1479265035177715,-6.344639818407524,0
6.673218215534514,-6.568665035474258,0
5.6609874357172885,-6.100788515083334,0
7.1094664085301105,-6.281955372425602,0
5.677044375579553,-5.808686428174427,0
6.368533416825204,-6.911192439723704,0
5.604089199817724,-5.6630088118457556,0
6.191718361358007,-7.836497940615397,0
6.224608903188248,-5.766661958558187,0
5.420383628668529,-5.918583348425693,0
7.071971737001795,-6.089728364866739,0
5.549568826293854,-6.649725917335889,0
5.938803436166107,-6.101067054227461,0
5.969149099298322,-6.025599034013908,0
5.841301739518721,-6.221220915662622,0
6.51887751838381,-6.980280969003069,0
5.997115717783368,-6.266845016393144,0
6.491973399611409,-6.469483486463065,0
6.328869487408198,-5.6592553584252165,0
4.8034705494690275,-5.6190649679742855,0
5.3303045312679425,-6.998022026739403,0
4.175933034997044,-6.820812461731681,0
5.927899601951873,-6.564926142727134,0
5.648966044232069,-7.009331825758696,0
6.45940531402716,-5.747185011051088,0
6.185688125339538,-7.481076039691559,0
7.316382864910939,-6.24172837356127,0
6.259732379390362,-7.244462176246646,0
5.923885362427432,-6.079379568040982,0
5.8449870727804205,-5.799752527395117,0
6.723373918430454,-7.150134216752446,0
6.448978036890795,-6.0909680086737135,0
5.927997695246419,-7.2886583135472724,0
6.832775003487175,-6.089484371120834,0
4.84403155344932,-6.479486020491878,0
6.130290768668287,-6.0225645491679884,0
5.853089147437624,-6.123116739288406,0
7.222245623623598,-5.388744981083532,0
5.35216160478372,-6.6950919252887955,0
5.8630848491340135,-7.397299898254367,0
5.1133219500209,-7.319669473770675,0
5.231365179208797,-5.484390635709981,0
5.409621017918903,-6.957261864921439,0
6.468917934100977,-6.605139267325888,0
6.186005624164977,-6.775103591234395,0
4.832673020687105,-6.0462472566114105,0
4.985315853089526,-6.642431687989521,0
5.48415205381563,-6.212247466098411,0
5.592031068412113,-6.4091540436593615,0
4.979755630403282,-5.112163091990064,0
5.199422070093182,-5.599105493313446,0
6.02217806542532,-6.245426166673915,0
6.146865885837006,-7.477287939211575,0
6.519841337486959,-6.642706707440679,0
6.668554712400319,-6.423477151949948,0
