x,y,label
-2.7206246502796327,-1.9143925870101337,1
-2.6775389918301573,0.5309394377534432,1
1.8693909330766025,0.7222449601462265,2
2.221764077714944,0.38196990669218533,2
1.745774952493507,0.23777094867130383,2
-6.284201642275622,-3.11102873386696,1
-7.442493736685543,1.2161747832997465,1
-8.65588573346741,-4.696329894434855,0
-5.509682609855272,-2.967942295596999,1
2.5274323040820064,0.7738838382494436,2
-9.999526567377833,-4.483097302890031,0
-2.7215945457101958,-0.9731837048427896,1
-8.004031607818145,-4.536816037463108,0
-2.985974334590564,1.1198415881053045,1
-1.770525742368187,6.671537641685893,1
1.5164867184667825,0.3055094684742742,2
-0.2764440678502069,-1.481342550781477,1
2.020724074516894,0.7830483372850681,2
-2.5242160245018024,2.994967702583577,1
-2.490914570754802,-0.3261878168285508,1
-2.8736607274866124,3.5009911845649078,1
-8.723244154564709,-4.7556114941698295,0
1.6493913596951346,0.8956505029446833,2
-7.841578470641693,-6.332707923775932,0
-9.556751995009327,-5.169511810979945,0
-0.513552442365615,3.458320118546816,1
1.466593153016428,0.11376626342572904,2
-9.906092436518392,-5.087900355038639,0
3.1511851205842722,-0.03106180904145539,2
-9.524889529288231,-0.704129910779546,1
-9.255666465988638,1.121859327506665,1
1.1788371181986905,0.07794766939719572,2
2.2725173427764847,-0.40439270840086117,2
-7.8481589900104165,-1.530940712013125,1
-4.5705276021283305,1.9718710264067068,1
-9.45849879382565,-4.522199595775289,0
-9.413126806231444,-4.703828782830468,0
-5.009002539271511,0.5901243471308621,1
-8.71323921360473,-5.796294782233473,0
-9.567779852047678,-5.998867818009907,0
1.9657252459560965,0.5727703287377873,2
-10.477654601472866,-5.468705250594639,0
-1.5598038493513524,-0.6227651479334929,1
-10.63747260350863,-3.8883182856717227,0
-8.99933496611767,-5.154267793142711,0
1.6644309448567602,0.3033986648058138,2
-0.7295033364126162,2.002463444239103,1
2.0715699842003708,1.2819689976688777,2
-2.148637762710501,1.2925958458553384,1
-9.199884809597831,-6.288214107139804,0
-9.216994200824562,-4.597121773280035,0
2.5032851442081863,0.18003642678454407,2
2.310347299103831,0.7999449800700941,2
1.2876830773982926,0.28029138649273566,2
-8.54606245765481,-8.34464530814272,0
-8.192465746799893,-1.1597520875322558,1
2.080152814376182,0.15530460712234861,2
-9.558260265845536,-4.207130582572708,0
1.9336205396796782,0.3936035996299634,2
1.733390089582431,0.5773963836848952,2
-6.101551108810561,0.21635967446008655,1
-9.956645364230686,-6.0521238864059725,0
1.9342214063771777,0.6527290845416842,2
-3.6102890213322203,1.1572526445517348,1
2.9767315710075897,0.5098747092612289,2
-3.482676999512014,-2.9802064449188004,1
-7.328657268136807,-4.400964369745739,0
1.2064817463819943,0.21033510919148557,2
-4.115128492321852,0.3541547382565439,1
-8.638334804565384,-6.099403699899242,0
-8.038559660598759,-6.267220630337819,0
1.7763542471941836,-0.3606694593217572,2
-9.292505554635648,-5.640008098269574,0
-4.5872659352778316,-3.5407833547327083,1
-7.758670003266003,-2.7828176159204885,1
-4.6483163992295395,4.859357646646951,1
2.243608913163933,0.7341084610377103,2
-6.724498495358786,-6.255242854846359,0
1.790992210622121,0.6070384633936046,2
-4.7197917781538195,-4.256002971659995,1
-8.384762171606821,-5.7002863816486835,0
-6.742385968617327,3.901588263179532,1
2.5340569966288307,-0.18762808835855316,2
1.9809628032758126,0.6557528024885266,2
